Accession,Organism_Name,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
MW164723,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,17pool1688,Orthoflavivirus usutuense,10305,partial,Venezia,Italy,,Culex pipiens,,16/08/2017,,
MW164724,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,17pool1709,Orthoflavivirus usutuense,10305,partial,Rovigo,Italy,,Culex pipiens,,17/08/2017,,
MW164725,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,17pool1729,Orthoflavivirus usutuense,10305,partial,Treviso,Italy,,Culex pipiens,,21/08/2017,,
MW164726,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,17pool1923,Orthoflavivirus usutuense,10305,partial,Venezia,Italy,,Culex pipiens,,11/09/2017,,
MW164727,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,17VIR7761-4,Orthoflavivirus usutuense,10305,partial,Rovigo,Italy,,Sturnus vulgaris,,01/09/2017,,
MW164728,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,17VIR7838-4,Orthoflavivirus usutuense,10305,partial,Rovigo,Italy,,Turdus merula,,30/08/2017,,
MW164729,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,17VIR8655-3,Orthoflavivirus usutuense,10305,partial,Rovigo,Italy,,Larus michahellis,,18/09/2017,,
MW164730,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1009,Orthoflavivirus usutuense,10305,partial,Venezia,Italy,,Culex pipiens,,10/07/2018,,
MW164731,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1018,Orthoflavivirus usutuense,10305,partial,Venezia,Italy,,Culex pipiens,,10/07/2018,,
MW164732,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool108G,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,06/09/2018,,
MW164733,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1124,Orthoflavivirus usutuense,10305,partial,Vicenza,Italy,,Culex pipiens,,12/07/2018,,
MW164734,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1141,Orthoflavivirus usutuense,10305,partial,Pordenone,Italy,,Culex pipiens,,17/07/2018,,
MW164735,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1163,Orthoflavivirus usutuense,10305,partial,Treviso,Italy,,Culex pipiens,,17/07/2018,,
MW164736,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1219,Orthoflavivirus usutuense,10305,partial,Rovigo,Italy,,Culex pipiens,,17/07/2018,,
MW164737,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1229,Orthoflavivirus usutuense,10305,partial,Padova,Italy,,Culex pipiens,,19/07/2018,,
MW164738,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1258,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,19/07/2018,,
MW164739,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1261,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,19/07/2018,,
MW164740,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1262,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,19/07/2018,,
MW164741,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1263,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,19/07/2018,,
MW164742,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1264,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,19/07/2018,,
MW164743,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1267,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,19/07/2018,,
MW164744,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1347,Orthoflavivirus usutuense,10305,partial,Rovigo,Italy,,Culex pipiens,,24/07/2018,,
MW164745,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1398,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,26/07/2018,,
MW164746,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1405,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,26/07/2018,,
MW164747,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1430,Orthoflavivirus usutuense,10305,partial,Pordenone,Italy,,Culex pipiens,,31/07/2018,,
MW164748,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1442,Orthoflavivirus usutuense,10305,partial,Treviso,Italy,,Culex pipiens,,31/07/2018,,
MW164749,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1506,Orthoflavivirus usutuense,10305,partial,Padova,Italy,,Culex pipiens,,31/07/2018,,
MW164750,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1509,Orthoflavivirus usutuense,10305,partial,Venezia,Italy,,Culex pipiens,,31/07/2018,,
MW164751,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1519,Orthoflavivirus usutuense,10305,partial,Padova,Italy,,Culex pipiens,,02/08/2018,,
MW164752,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1522,Orthoflavivirus usutuense,10305,partial,Vicenza,Italy,,Culex pipiens,,02/08/2018,,
MW164753,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1523,Orthoflavivirus usutuense,10305,partial,Vicenza,Italy,,Culex pipiens,,02/08/2018,,
MW164754,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1556,Orthoflavivirus usutuense,10305,partial,Treviso,Italy,,Culex pipiens,,07/08/2018,,
MW164755,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1575,Orthoflavivirus usutuense,10305,partial,Rovigo,Italy,,Culex pipiens,,07/08/2018,,
MW164756,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1610,Orthoflavivirus usutuense,10305,partial,Padova,Italy,,Culex pipiens,,09/08/2018,,
MW164757,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1614,Orthoflavivirus usutuense,10305,partial,Vicenza,Italy,,Culex pipiens,,09/08/2018,,
MW164758,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1617,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,09/08/2018,,
MW164759,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1649,Orthoflavivirus usutuense,10305,partial,Udine,Italy,,Culex pipiens,,14/08/2018,,
MW164760,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1660,Orthoflavivirus usutuense,10305,partial,Udine,Italy,,Culex pipiens,,14/08/2018,,
MW164761,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1662,Orthoflavivirus usutuense,10305,partial,Treviso,Italy,,Culex pipiens,,14/08/2018,,
MW164762,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1712,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,17/08/2018,,
MW164763,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1755,Orthoflavivirus usutuense,7584,partial,Treviso,Italy,,Culex pipiens,,22/08/2018,,
MW164764,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1795,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,23/08/2018,,
MW164765,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1832,Orthoflavivirus usutuense,10305,partial,Treviso,Italy,,Culex pipiens,,28/08/2018,,
MW164766,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool1965,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,06/09/2018,,
MW164767,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool2042,Orthoflavivirus usutuense,10305,partial,Vicenza,Italy,,Culex pipiens,,13/09/2018,,
MW164768,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool78G,Orthoflavivirus usutuense,10305,partial,Verona,Italy,,Culex pipiens,,09/08/2018,,
MW164769,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18pool948,Orthoflavivirus usutuense,10305,partial,Padova,Italy,,Culex pipiens,,06/07/2018,,
MW164770,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18VIR7808-6,Orthoflavivirus usutuense,10305,partial,Vicenza,Italy,,Ciconia ciconia,,07/09/2018,,
MW164771,Usutu virus,,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",Italy,01/10/2021,18VIR7859-4,Orthoflavivirus usutuense,10305,partial,Treviso,Italy,,Turdus merula,,07/09/2018,,
MT795154,Usutu virus,,"Luehken,R., Schmidt-Chanasit,J., Cadar,D.","Bernhard Nocht Institute for Tropical Medicine, Arbovirology",Germany,17/08/2021,,Orthoflavivirus usutuense,11065,complete,Hannover,Germany,,Turdus merula,,2016,,
MT580899,Usutu virus,,"Jesse,S.T.","University of Veterinary Medicine Hannover, Research Center for Emerging Infections and Zoonoses (RIZ)",Germany,03/08/2021,,Orthoflavivirus usutuense,11066,complete,Hannover,Germany,,Strix nebulosa,,2018,,
MW160850,Usutu virus,,"Bakran-Lebl,K., Camp,J., Kolodziejek,J., Weidinger,P., Hufnagl,P., Rosel,A.C., Zwickelstorfer,A., Allerberger,F., Nowotny,N., Cabal Rosel,A.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,07/07/2021,,Orthoflavivirus usutuense,690,partial,Austria: Vienna International Airport,Austria,,Culex pipiens sensu lato,,18/07/2018,,
MW160851,Usutu virus,,"Bakran-Lebl,K., Camp,J., Kolodziejek,J., Weidinger,P., Hufnagl,P., Rosel,A.C., Zwickelstorfer,A., Allerberger,F., Nowotny,N., Cabal Rosel,A.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,07/07/2021,,Orthoflavivirus usutuense,695,partial,Austria: Vienna International Airport,Austria,,Culex pipiens sensu lato,,08/08/2018,,
MW160852,Usutu virus,,"Bakran-Lebl,K., Camp,J., Kolodziejek,J., Weidinger,P., Hufnagl,P., Rosel,A.C., Zwickelstorfer,A., Allerberger,F., Nowotny,N., Cabal Rosel,A.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,07/07/2021,,Orthoflavivirus usutuense,695,partial,Austria: Vienna International Airport,Austria,,Culex pipiens sensu lato,,08/08/2018,,
